,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVC__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
18,140.66280159950256,2.225142449375153,21.886398696899413,0.5041274035343861,2.8,{'SVC__C': 2.8},0.6283720930232558,0.6007445323406235,0.6235458352722196,0.6291298278268962,0.6151698464402048,0.61939242698064,0.010566705625120423,17
19,142.04720211029053,3.547736476720878,22.05559597015381,0.40872529030935884,2.9000000000000004,{'SVC__C': 2.9000000000000004},0.627906976744186,0.601675197766403,0.6226151698464402,0.6291298278268962,0.614704513727315,0.619206337182248,0.010133155472317832,25
20,142.76240224838256,1.9215371985664045,22.05179719924927,1.0388130365437114,3.0,{'SVC__C': 3.0},0.6274418604651163,0.601675197766403,0.6244765006979991,0.6295951605397859,0.6137738483015356,0.6193925135541679,0.010394282990462567,15
21,141.38480534553528,3.078388156925627,21.842396354675294,0.2935843367964927,3.1,{'SVC__C': 3.1},0.627906976744186,0.601675197766403,0.6244765006979991,0.6281991624011168,0.614704513727315,0.619392470267404,0.010117121069720075,16
22,140.24520163536073,2.3543752981320076,21.851401329040527,0.7193958642902949,3.2,{'SVC__C': 3.2},0.6274418604651163,0.601675197766403,0.6244765006979991,0.6281991624011168,0.614704513727315,0.61929944701159,0.01004025188008868,21
23,141.29200410842896,3.411159114969725,21.896598768234252,0.42613240641300143,3.3000000000000003,{'SVC__C': 3.3000000000000003},0.627906976744186,0.6030711959050721,0.6244765006979991,0.6272684969753374,0.6137738483015356,0.6192994037248261,0.00957377235331586,22
24,140.23339729309083,2.108459584385049,21.934201383590697,0.4007512933803128,3.4000000000000004,{'SVC__C': 3.4000000000000004},0.6269767441860465,0.6030711959050721,0.6249418334108888,0.6272684969753374,0.6142391810144253,0.619299490298354,0.00941536615790916,20
25,139.90800228118897,1.4140456125233207,21.678401947021484,0.7441795821626072,3.5,{'SVC__C': 3.5},0.6265116279069768,0.6030711959050721,0.6254071661237784,0.6272684969753374,0.6137738483015356,0.6192064670425401,0.009451673841742622,24
26,140.17840213775634,1.894778081970575,21.743400621414185,0.554615070102702,3.6,{'SVC__C': 3.6},0.6265116279069768,0.6021405304792927,0.6254071661237784,0.6272684969753374,0.6133085155886459,0.6189272674148063,0.009822959136241278,26
27,139.5287977218628,1.4981367072764058,21.71799941062927,0.6374279872386202,3.7,{'SVC__C': 3.7},0.6265116279069768,0.6012098650535133,0.6249418334108888,0.6268031642624476,0.6133085155886459,0.6185550012444945,0.010005109568208196,30
28,139.66540126800538,3.1671546258081533,21.74859838485718,0.7404702964208775,3.8000000000000003,{'SVC__C': 3.8000000000000003},0.6265116279069768,0.6012098650535133,0.6249418334108888,0.6268031642624476,0.6137738483015356,0.6186480677870725,0.009957927416681224,27
29,132.50259828567505,1.65585499606269,19.002396678924562,1.1313280876525253,3.9000000000000004,{'SVC__C': 3.9000000000000004},0.626046511627907,0.6012098650535133,0.6249418334108888,0.6268031642624476,0.6137738483015356,0.6185550445312586,0.009885946783747929,29
30,131.53340177536012,1.6063319850931113,16.04099283218384,1.8441373229212714,4.0,{'SVC__C': 4.0},0.6255813953488372,0.6012098650535133,0.6249418334108888,0.6268031642624476,0.6142391810144253,0.6185550878180225,0.009774191384523297,28
