,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVC__C,param_SVC__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
19,102.69572558403016,4.6837205098447905,21.529814863204955,1.7614699360961519,5.0,sigmoid,"{'SVC__C': 5.0, 'SVC__kernel': 'sigmoid'}",0.5813953488372093,0.5798045602605864,0.5770125639832481,0.5812005583992554,0.5802698929734761,0.5799365848907551,0.001575058369088711,23
20,104.96939301490784,3.131354933116344,21.118251609802247,0.5060218034230575,6.0,linear,"{'SVC__C': 6.0, 'SVC__kernel': 'linear'}",0.6032558139534884,0.5756165658445789,0.5844578873894835,0.5816658911121452,0.5853885528152629,0.5860769422229918,0.009242139344805344,19
21,157.00153331756593,1.731329631522825,23.82172155380249,0.40537156591236634,6.0,poly,"{'SVC__C': 6.0, 'SVC__kernel': 'poly'}",0.5548837209302325,0.5355979525360632,0.5402512796649604,0.5318752908329456,0.5449046067938577,0.5415025701516119,0.007996796778996125,38
22,150.9957877635956,2.472082035435967,23.738166284561157,0.5152781840557326,6.0,rbf,"{'SVC__C': 6.0, 'SVC__kernel': 'rbf'}",0.6283720930232558,0.608189855746859,0.601675197766403,0.6184271754304328,0.6230805025593299,0.6159489649052562,0.00974965304224646,3
23,101.638672208786,4.052981822185883,19.240049028396605,0.3830812821182689,6.0,sigmoid,"{'SVC__C': 6.0, 'SVC__kernel': 'sigmoid'}",0.5767441860465117,0.5793392275476966,0.5793392275476966,0.5723592368543509,0.5700325732899023,0.5755628902572317,0.0037620395343325092,25
24,105.68134722709655,3.1106890860288465,23.794702816009522,0.9602824343525042,7.0,linear,"{'SVC__C': 7.0, 'SVC__kernel': 'linear'}",0.6018604651162791,0.570497906002792,0.5774778966961377,0.5788738948348069,0.5830618892508144,0.5823544103801661,0.01055895608422863,21
25,156.1001081943512,4.7902984705787,23.84320287704468,0.42508898639546744,7.0,poly,"{'SVC__C': 7.0, 'SVC__kernel': 'poly'}",0.5544186046511628,0.536063285248953,0.5407166123778502,0.5318752908329456,0.5453699395067473,0.5416887465235318,0.007803784231632395,35
26,154.41752257347108,0.9376284788546417,23.749072217941283,0.5683158600375899,7.0,rbf,"{'SVC__C': 7.0, 'SVC__kernel': 'rbf'}",0.6274418604651163,0.608189855746859,0.6007445323406235,0.6188925081433225,0.6226151698464402,0.6155767853084723,0.009755771007410515,5
27,102.25536336898804,3.3964712884290145,19.217791223526,0.7414112605163079,7.0,sigmoid,"{'SVC__C': 7.0, 'SVC__kernel': 'sigmoid'}",0.5706976744186046,0.5751512331316891,0.5737552349930201,0.567240577012564,0.567240577012564,0.5708170593136883,0.0032562138462006794,27
28,99.93987789154053,1.5277781180242305,20.94240007400513,0.4637904464107662,8.0,linear,"{'SVC__C': 8.0, 'SVC__kernel': 'linear'}",0.598139534883721,0.5681712424383434,0.5770125639832481,0.5760818985574686,0.5839925546765937,0.5806795589078749,0.010068465776051094,22
