,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_RF__max_depth,param_RF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,6.441399669647216,0.4579912617380927,1.5707156658172607,0.2737676278854938,3,80,"{'RF__max_depth': 3, 'RF__n_estimators': 80}",0.4655813953488372,0.47417403443462075,0.4695207073057236,0.45695672405770127,0.45649139134481154,0.4645448504983388,0.006942515778737232,88
1,6.574323081970215,0.49696825136321593,1.4871753692626952,0.21756437742032556,3,90,"{'RF__max_depth': 3, 'RF__n_estimators': 90}",0.46093023255813953,0.48255002326663565,0.4755700325732899,0.4783620288506282,0.4727780362959516,0.47403807070892895,0.007306161306990842,83
2,6.410963916778565,0.4388869778614114,1.502994680404663,0.21961869707823223,3,100,"{'RF__max_depth': 3, 'RF__n_estimators': 100}",0.47674418604651164,0.4550953932061424,0.4820846905537459,0.4746393671475105,0.46207538389948816,0.47012780417067973,0.009979105102452222,86
3,6.329119396209717,0.36148155308688606,1.4764428615570069,0.3228657876270802,3,110,"{'RF__max_depth': 3, 'RF__n_estimators': 110}",0.45488372093023255,0.4611447184737087,0.47650069799906936,0.47510469986040016,0.48534201954397393,0.470595171361477,0.011034866178662122,85
4,6.395918512344361,0.3448548874907143,1.665518856048584,0.2276440071418757,3,120,"{'RF__max_depth': 3, 'RF__n_estimators': 120}",0.4427906976744186,0.47324336900884134,0.4816193578408562,0.46812470916705445,0.47510469986040016,0.4681765667103141,0.01340764844235927,87
5,6.863905000686645,0.2559792341041491,1.7731947898864746,0.5375897152632434,3,130,"{'RF__max_depth': 3, 'RF__n_estimators': 130}",0.4613953488372093,0.49139134481154023,0.4867380176826431,0.46207538389948816,0.4890646812470917,0.47813295529559446,0.013470914539236049,82
6,7.557636833190918,0.20338587636942698,2.0184746265411375,0.6596179720765194,3,140,"{'RF__max_depth': 3, 'RF__n_estimators': 140}",0.4883720930232558,0.47650069799906936,0.49371800837598884,0.46579804560260585,0.4890646812470917,0.4826907052496023,0.010180228789210164,80
7,7.136602115631104,0.4189346170076038,1.7551989078521728,0.43722652704315174,3,150,"{'RF__max_depth': 3, 'RF__n_estimators': 150}",0.47767441860465115,0.49139134481154023,0.5020939972080037,0.4932526756630991,0.49092601209865055,0.491067689677189,0.007821229529012135,78
8,7.7610198020935055,0.5136991620334133,1.803349494934082,0.3670587621667275,3,160,"{'RF__max_depth': 3, 'RF__n_estimators': 160}",0.47488372093023257,0.47975802698929737,0.4811540251279665,0.46579804560260585,0.5011633317822243,0.4805514300864653,0.011624357028089755,81
9,8.101862335205078,0.7209025772071964,1.808332633972168,0.21635061681345397,3,170,"{'RF__max_depth': 3, 'RF__n_estimators': 170}",0.4758139534883721,0.45974872033503955,0.47324336900884134,0.47417403443462075,0.48534201954397393,0.4736644193621696,0.008186214183632886,84
10,7.715640544891357,0.8061255475037609,1.6979856967926026,0.30768032542181506,3,180,"{'RF__max_depth': 3, 'RF__n_estimators': 180}",0.4711627906976744,0.47743136342484876,0.5062819916240112,0.47091670544439274,0.48859934853420195,0.48287843994502583,0.013345150418364829,79
11,18.621264123916625,1.0400791482286333,1.7059198379516602,0.3370788861574763,9,80,"{'RF__max_depth': 9, 'RF__n_estimators': 80}",0.5455813953488372,0.545835272219637,0.5476966030711959,0.5379246161005119,0.5323406235458352,0.5418757020572034,0.00582789927354126,73
12,17.389260244369506,1.570463641779438,1.56275315284729,0.1473051938933057,9,90,"{'RF__max_depth': 9, 'RF__n_estimators': 90}",0.5372093023255814,0.5453699395067473,0.536063285248953,0.539320614239181,0.5379246161005119,0.5391775514841949,0.0032713496414706264,77
