,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_RF__max_depth,param_RF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,4.486202192306519,0.2573163271250035,1.1152002334594726,0.19384379957701942,3,10,"{'RF__max_depth': 3, 'RF__n_estimators': 10}",0.4265116279069767,0.4025127966496045,0.401582131223825,0.4034434620753839,0.4118194509073988,0.4091738937526378,0.00940679454844462,80
1,4.715801763534546,0.18239627281764803,1.138999605178833,0.19803937859404258,3,20,"{'RF__max_depth': 3, 'RF__n_estimators': 20}",0.4413953488372093,0.43182875756165656,0.432759422987436,0.41647277803629595,0.4383434155421126,0.43215994459294216,0.008603304694190234,79
2,4.83199987411499,0.2274103428498121,1.162001895904541,0.2230820852348816,3,30,"{'RF__max_depth': 3, 'RF__n_estimators': 30}",0.4451162790697674,0.44253140995812007,0.4350860865518846,0.43369008841321544,0.4383434155421126,0.43895345590702,0.004331601941032324,78
3,4.9024005889892575,0.24612005606730303,1.1285998344421386,0.19961649216769672,3,40,"{'RF__max_depth': 3, 'RF__n_estimators': 40}",0.4613953488372093,0.4695207073057236,0.4602140530479293,0.44532340623545835,0.45649139134481154,0.4585889813542264,0.007879017144506416,76
4,5.046613121032715,0.2535388222551409,1.1921870708465576,0.16771185347677597,3,50,"{'RF__max_depth': 3, 'RF__n_estimators': 50}",0.4283720930232558,0.4583527221963704,0.46486738017682644,0.46812470916705445,0.4457887389483481,0.453101128702371,0.01453773109875714,77
5,5.374000787734985,0.41528233920907787,1.26739821434021,0.2462212688652491,3,60,"{'RF__max_depth': 3, 'RF__n_estimators': 60}",0.4516279069767442,0.4993020009306654,0.4523033969288041,0.46812470916705445,0.4518380642159144,0.4646392156438365,0.018433629069840172,75
6,5.330001401901245,0.29210964485956703,1.2393993854522705,0.21342185782570058,3,70,"{'RF__max_depth': 3, 'RF__n_estimators': 70}",0.4637209302325581,0.4634713820381573,0.4811540251279665,0.46207538389948816,0.4872033503955328,0.4715250143387406,0.01052224603111479,74
7,5.3900025367736815,0.16894793607665176,1.2177980899810792,0.26022857205333294,3,80,"{'RF__max_depth': 3, 'RF__n_estimators': 80}",0.4474418604651163,0.46486738017682644,0.47975802698929737,0.4839460214053048,0.48859934853420195,0.4729225275141494,0.01502101181563687,73
8,5.401400089263916,0.26454133741207086,1.2050014972686767,0.23646847514205016,3,90,"{'RF__max_depth': 3, 'RF__n_estimators': 90}",0.4823255813953488,0.4685900418799442,0.4778966961377385,0.46207538389948816,0.4923220102373197,0.4766419427099679,0.010552349644401235,72
9,5.309200763702393,0.21516519167156317,1.2534000873565674,0.20937271476174407,3,100,"{'RF__max_depth': 3, 'RF__n_estimators': 100}",0.4804651162790698,0.4727780362959516,0.4806886924150768,0.46486738017682644,0.49371800837598884,0.47850344670858264,0.009579446412861004,70
10,5.590000438690185,0.3748975245692275,1.1329998970031738,0.20792202069459567,9,10,"{'RF__max_depth': 9, 'RF__n_estimators': 10}",0.45348837209302323,0.4760353652861796,0.47138203815728247,0.4974406700791066,0.4927873429502094,0.4782267577131602,0.01577862592566212,71
11,6.2573995113372805,0.3044432198947892,1.1053998470306396,0.23332568241301252,9,20,"{'RF__max_depth': 9, 'RF__n_estimators': 20}",0.467906976744186,0.4895300139599814,0.5090739879013495,0.4927873429502094,0.5030246626337832,0.49246459683790195,0.01413633267505789,69
12,7.282401657104492,0.47808106225355307,1.1453986167907715,0.17786139623896496,9,30,"{'RF__max_depth': 9, 'RF__n_estimators': 30}",0.5046511627906977,0.5132619823173569,0.5202419730107026,0.5216379711493718,0.5123313168915775,0.5144248812319413,0.006117648904946427,66
13,8.159802627563476,0.3500489954761439,1.112197494506836,0.23352080426969668,9,40,"{'RF__max_depth': 9, 'RF__n_estimators': 40}",0.5051162790697674,0.5030246626337832,0.5346672871102839,0.4965100046533271,0.5314099581200559,0.5141456383174435,0.015718879163214107,67
14,8.901599407196045,0.6827630073960441,1.192799711227417,0.2375469096646135,9,50,"{'RF__max_depth': 9, 'RF__n_estimators': 50}",0.5358139534883721,0.5132619823173569,0.5351326198231736,0.5216379711493718,0.5234993020009306,0.525869165755841,0.00856937244573864,62
15,10.085401153564453,0.433443876522297,1.1373992919921876,0.2198896070469294,9,60,"{'RF__max_depth': 9, 'RF__n_estimators': 60}",0.5232558139534884,0.5323406235458352,0.5402512796649604,0.5239646347138204,0.5234993020009306,0.528662330775807,0.006719958521129019,61
16,10.70219864845276,0.7337685650489402,1.1374007701873778,0.19299725214521188,9,70,"{'RF__max_depth': 9, 'RF__n_estimators': 70}",0.5404651162790698,0.5262912982782689,0.5323406235458352,0.5146579804560261,0.552349930200093,0.5332209897518585,0.012741857906187457,57
17,11.888800859451294,1.1191597238911009,1.1908010482788085,0.23123010102865632,9,80,"{'RF__max_depth': 9, 'RF__n_estimators': 80}",0.5283720930232558,0.5355979525360632,0.5481619357840857,0.5160539785946953,0.5295486272684969,0.5315469174413193,0.010455367498800534,59
18,12.643200206756593,0.5852936225041638,1.181400442123413,0.1941240422276153,9,90,"{'RF__max_depth': 9, 'RF__n_estimators': 90}",0.5260465116279069,0.5365286179618427,0.5449046067938577,0.5407166123778502,0.5379246161005119,0.5372241929723939,0.006278546442690964,55
19,13.305599784851074,1.136243380022227,1.2042030811309814,0.2182462139030904,9,100,"{'RF__max_depth': 9, 'RF__n_estimators': 100}",0.5251162790697674,0.5397859469520707,0.5421126105165193,0.539320614239181,0.5472312703583062,0.538713344227169,0.0073553995302635,54
